#      z (A) rho (1e-6/A2) irho (1e-6/A2)
-22.69097536   1.99226029   0.00000000
-22.59097536   1.99233255   0.00000000
-22.49097536   1.99240772   0.00000000
-22.39097536   1.99248591   0.00000000
-22.29097536   1.99256721   0.00000000
-22.19097536   1.99265175   0.00000000
-22.09097536   1.99273963   0.00000000
-21.99097536   1.99283097   0.00000000
-21.89097536   1.99292588   0.00000000
-21.79097536   1.99302451   0.00000000
-21.69097536   1.99312696   0.00000000
-21.59097536   1.99323336   0.00000000
-21.49097536   1.99334386   0.00000000
-21.39097536   1.99345860   0.00000000
-21.29097536   1.99357770   0.00000000
-21.19097536   1.99370132   0.00000000
-21.09097536   1.99382960   0.00000000
-20.99097536   1.99396270   0.00000000
-20.89097536   1.99410078   0.00000000
-20.79097536   1.99424399   0.00000000
-20.69097536   1.99439250   0.00000000
-20.59097536   1.99454648   0.00000000
-20.49097536   1.99470610   0.00000000
-20.39097536   1.99487154   0.00000000
-20.29097536   1.99504299   0.00000000
-20.19097536   1.99522063   0.00000000
-20.09097536   1.99540464   0.00000000
-19.99097536   1.99559524   0.00000000
-19.89097536   1.99579261   0.00000000
-19.79097536   1.99599697   0.00000000
-19.69097536   1.99620852   0.00000000
-19.59097536   1.99642747   0.00000000
-19.49097536   1.99665406   0.00000000
-19.39097536   1.99688850   0.00000000
-19.29097536   1.99713102   0.00000000
-19.19097536   1.99738185   0.00000000
-19.09097536   1.99764125   0.00000000
-18.99097536   1.99790944   0.00000000
-18.89097536   1.99818669   0.00000000
-18.79097536   1.99847325   0.00000000
-18.69097536   1.99876937   0.00000000
-18.59097536   1.99907533   0.00000000
-18.49097536   1.99939140   0.00000000
-18.39097536   1.99971784   0.00000000
-18.29097536   2.00005496   0.00000000
-18.19097536   2.00040302   0.00000000
-18.09097536   2.00076233   0.00000000
-17.99097536   2.00113318   0.00000000
-17.89097536   2.00151588   0.00000000
-17.79097536   2.00191074   0.00000000
-17.69097536   2.00231807   0.00000000
-17.59097536   2.00273820   0.00000000
-17.49097536   2.00317144   0.00000000
-17.39097536   2.00361813   0.00000000
-17.29097536   2.00407861   0.00000000
-17.19097536   2.00455322   0.00000000
-17.09097536   2.00504230   0.00000000
-16.99097536   2.00554622   0.00000000
-16.89097536   2.00606533   0.00000000
-16.79097536   2.00660000   0.00000000
-16.69097536   2.00715058   0.00000000
-16.59097536   2.00771747   0.00000000
-16.49097536   2.00830104   0.00000000
-16.39097536   2.00890168   0.00000000
-16.29097536   2.00951977   0.00000000
-16.19097536   2.01015572   0.00000000
-16.09097536   2.01080992   0.00000000
-15.99097536   2.01148279   0.00000000
-15.89097536   2.01217472   0.00000000
-15.79097536   2.01288615   0.00000000
-15.69097536   2.01361748   0.00000000
-15.59097536   2.01436916   0.00000000
-15.49097536   2.01514160   0.00000000
-15.39097536   2.01593524   0.00000000
-15.29097536   2.01675052   0.00000000
-15.19097536   2.01758788   0.00000000
-15.09097536   2.01844778   0.00000000
-14.99097536   2.01933066   0.00000000
-14.89097536   2.02023698   0.00000000
-14.79097536   2.02116721   0.00000000
-14.69097536   2.02212179   0.00000000
-14.59097536   2.02310121   0.00000000
-14.49097536   2.02410593   0.00000000
-14.39097536   2.02513642   0.00000000
