#     thickness (A)        interface (A)       rho (1e-6/A^2)      irho (1e-6/A^2)
                   0     7.56365845355568     1.99062829761648                    0
    27.9942387714366     1.66499458894793     3.19960356409827                    0
    104.716487700881     6.11767437074205     3.88118998051604                    0
    580.696490360374     2.00868488467277     0.85115028009482                    0
                   0                    0                    0                    0
