#      z (A)        rho (1e-6/A2)       irho (1e-6/A2)
-10.00000000   1.99062830   0.00000000
  0.00000000   1.99062830   0.00000000
  0.00000000   3.19960356   0.00000000
 27.99423877   3.19960356   0.00000000
 27.99423877   3.88118998   0.00000000
132.71072647   3.88118998   0.00000000
132.71072647   0.85115028   0.00000000
713.40721683   0.85115028   0.00000000
713.40721683   0.00000000   0.00000000
723.40721683   0.00000000   0.00000000
