9.682805460965095146e-03 9.724937973743225106e-01 7.294276838618411751e-02 8.250472280010523679e-04
9.961244436646640027e-03 9.686102011193334915e-01 5.663702183997473133e-02 8.489330319427843127e-04
1.024854683942486890e-02 1.113068087103634252e+00 6.077157632921958291e-02 8.735735451310714609e-04
1.054496830889368846e-02 9.169928318429839686e-01 4.261160712610565643e-02 8.989906283103785622e-04
1.085077259855657394e-02 9.782152307454663465e-01 4.303470836589159965e-02 9.252068323094509925e-04
1.116623181063812822e-02 1.010658806928059317e+00 4.114457759814781762e-02 9.522454179341772844e-04
1.149162663868229066e-02 9.969349033879528754e-01 3.478284660547766721e-02 9.801303765267269617e-04
1.182724661640638733e-02 9.534094936165873335e-01 2.765853100223993749e-02 1.008886451081066450e-03
1.217339037529653265e-02 9.981486482488735046e-01 2.606480602058678861e-02 1.038539158100366564e-03
1.253036591211092142e-02 1.104742741098335923e+00 2.664420763632116551e-02 1.069114810284932165e-03
1.289849086057463963e-02 9.867252585344494786e-01 2.010112386123989042e-02 1.100640539633787043e-03
1.327809277547441907e-02 1.088116547742472573e+00 2.097942616724990383e-02 1.133144321566587585e-03
1.366950942312810009e-02 1.023001044688534478e+00 1.781017428779349196e-02 1.166654999626732560e-03
1.407308908352795929e-02 8.429962772518447833e-01 1.364439697191123513e-02 1.201202311158947305e-03
1.448919085798390689e-02 5.675465404836766981e-01 8.719603414369126934e-03 1.236816913512089498e-03
1.491818499053013114e-02 3.147172215406832119e-01 4.656673635489768509e-03 1.273530411378623372e-03
1.536045319638506060e-02 1.319505820398378659e-01 2.031505845639579484e-03 1.311375384782840397e-03
1.581638900325654101e-02 6.596659654472128431e-02 1.115906181691237635e-03 1.350385418148329500e-03
1.628639809746066508e-02 5.374631319067130208e-02 9.140845006647979349e-04 1.390595129860796274e-03
1.677089869098583388e-02 4.440573537619155187e-02 7.629700992379611323e-04 1.432040203516270552e-03
1.727032188703355592e-02 3.739058117797428027e-02 6.341180976559645079e-04 1.474757419212166434e-03
1.778511206961519778e-02 3.047014068915231827e-02 5.246843552782539527e-04 1.518784686765418425e-03
1.831572729192753810e-02 2.623640217405256297e-02 4.568033042189391401e-04 1.564161079010342216e-03
1.886263969473976967e-02 2.132506545353021060e-02 3.782689324986975260e-04 1.610926867475942796e-03
1.942633591340383811e-02 1.998734617113794368e-02 3.531180749618405301e-04 1.659123557414874436e-03
2.000731752188400145e-02 1.630805537797981250e-02 2.979494277452582568e-04 1.708793925744012164e-03
2.060610147040753057e-02 1.449635777891697397e-02 2.622461243561231598e-04 1.759982058723081081e-03
2.122322055383438558e-02 1.199773018135544961e-02 2.232525630924299799e-04 1.812733392103573100e-03
2.185922388108959766e-02 1.032477933799572957e-02 1.947433583864703914e-04 1.867094751584573572e-03
2.251467735697345804e-02 8.912118491357369846e-03 1.710014231928528292e-04 1.923114394418458471e-03
2.319016420524091029e-02 7.663738633923196722e-03 1.514298389201383980e-04 1.980842054298589082e-03
2.388628546381648191e-02 6.593947699670092873e-03 1.333838461091639538e-04 2.040328984474863716e-03
2.460366053720949506e-02 5.867722456448244348e-03 1.199932457963602631e-04 2.101628005350663405e-03
2.534292773949097660e-02 4.811034646085739219e-03 1.041079965545658765e-04 2.164793551692740462e-03
2.610474486598542490e-02 4.121890590668642919e-03 9.304906013861191432e-05 2.229881722270523736e-03
2.688978977407249088e-02 3.591666341905413572e-03 8.349090642367854856e-05 2.296950330508374435e-03
2.769876098509423817e-02 3.088441133583457593e-03 7.457328788908069018e-05 2.366058957052730779e-03
2.853237832039724753e-02 2.734393784539380402e-03 6.931329765375315876e-05 2.437269005233374218e-03
2.939138352589763803e-02 2.298195684841350568e-03 6.241892626822464888e-05 2.510643756102611847e-03
3.027654093802019386e-02 1.948100941725818122e-03 5.583602648587464263e-05 2.586248426954952488e-03
3.118863815708865575e-02 1.657516613467858481e-03 5.040534494971363237e-05 2.664150230872576377e-03
3.212848676617989507e-02 1.454187633031801905e-03 4.597668747968068815e-05 2.744418440116466046e-03
3.309692301793424468e-02 1.226260177605287098e-03 4.152158792809779853e-05 2.827124447721396285e-03
3.409480864973508246e-02 1.023435000561585123e-03 3.807924958247722945e-05 2.912341839088884894e-03
3.512303154641061714e-02 9.532063394325528734e-04 3.604898193998127556e-05 3.000146453045896347e-03
3.618250661731260004e-02 7.673347958013318915e-04 3.236564981884485084e-05 3.090616459295525247e-03
3.727417658148705210e-02 6.561341967483362136e-04 3.046693759574978737e-05 3.183832429872418199e-03
3.839901279096636505e-02 5.773605118838081966e-04 2.918561352790871661e-05 3.279877414187776577e-03
3.955801611277949548e-02 4.306621761765434646e-04 2.497873858234140150e-05 3.378837019235124330e-03
4.075221783200385500e-02 4.280354187438536150e-04 2.506791957847834558e-05 3.480799492265424303e-03
4.166529628462428692e-02 3.544317643619062839e-04 4.489973300444887117e-05 3.567257316991064367e-03
4.291211560026662181e-02 2.813534093653309955e-04 2.900177424091336117e-05 3.674294842781990721e-03
4.419711773508593761e-02 2.394394329620414452e-04 2.210958235615140458e-05 3.784616008366970073e-03
4.552144607470676174e-02 2.494667932216694463e-04 2.039957433796925882e-05 3.898320456607967839e-03
4.688627899661308718e-02 2.037814148099998995e-04 1.576582304441899083e-05 4.015510989365064613e-03
4.829283091879355699e-02 1.648312480009007615e-04 1.288910668942980230e-05 4.136293673377889127e-03
4.974235338081173935e-02 1.416664604563000235e-04 1.059950320520971222e-05 4.260777950462510226e-03
5.123613615651999298e-02 1.419791151280746665e-04 1.018222410485477725e-05 4.389076752125205434e-03
5.277550840166715662e-02 9.506163077853287114e-05 7.177167799066714275e-06 4.521306619002810057e-03
5.436183983835659456e-02 7.520819406147705459e-05 5.619629837635794021e-06 4.657587825460481577e-03
5.599654197146561319e-02 6.486389259924247664e-05 4.846362884535768165e-06 4.798044509194770123e-03
5.768106934605993219e-02 4.925538118218668771e-05 4.116554950076185487e-06 4.942804806724604080e-03
5.941692084065644530e-02 4.326400825126745136e-05 3.402506766101105890e-06 5.092000994637568660e-03
6.120564100251567330e-02 3.794043191600816656e-05 3.167471366602538428e-06 5.245769637307750796e-03
6.304882141972187326e-02 3.561069624111139464e-05 2.633918102397715970e-06 5.404251740991377305e-03
6.494810213924617770e-02 2.417186454386699031e-05 2.256012683520292987e-06 5.567592915286154708e-03
6.690517312527163862e-02 2.039014686774333207e-05 1.985672752420496956e-06 5.735943541880003833e-03
6.892177576456741395e-02 1.928786316881237980e-05 1.840724049866509734e-06 5.909458951458557152e-03
7.099970441193148574e-02 1.520787188951153220e-05 1.571305797506326709e-06 6.088299608669659954e-03
7.314080799287143997e-02 1.306306667831381042e-05 1.421905025686900956e-06 6.272631306842802769e-03
7.534699164219679779e-02 1.244369738903471874e-05 1.341075539777350782e-06 6.462625371390950599e-03
7.762021840518752713e-02 1.298876023087234398e-05 1.257471840609522104e-06 6.658458874369899312e-03
7.996251097727669066e-02 1.174784877701179727e-05 1.174631421636487976e-06 6.860314859013740517e-03
8.237595351462456694e-02 1.147522413465798317e-05 1.041324349254242031e-06 7.068382577238853728e-03
8.486269347551272935e-02 1.173264278397449191e-05 1.019743232113719542e-06 7.282857737873045002e-03
