#      z (A) rho (1e-6/A2) irho (1e-6/A2)
-91.66474569   6.26825244   0.00000000
-91.56474569   6.26824180   0.00000000
-91.46474569   6.26823105   0.00000000
-91.36474569   6.26822019   0.00000000
-91.26474569   6.26820922   0.00000000
-91.16474569   6.26819815   0.00000000
-91.06474569   6.26818697   0.00000000
-90.96474569   6.26817568   0.00000000
-90.86474569   6.26816428   0.00000000
-90.76474569   6.26815277   0.00000000
-90.66474569   6.26814114   0.00000000
-90.56474569   6.26812941   0.00000000
-90.46474569   6.26811755   0.00000000
-90.36474569   6.26810559   0.00000000
-90.26474569   6.26809350   0.00000000
-90.16474569   6.26808130   0.00000000
-90.06474569   6.26806898   0.00000000
-89.96474569   6.26805654   0.00000000
-89.86474569   6.26804398   0.00000000
-89.76474569   6.26803130   0.00000000
-89.66474569   6.26801849   0.00000000
-89.56474569   6.26800557   0.00000000
-89.46474569   6.26799251   0.00000000
-89.36474569   6.26797934   0.00000000
-89.26474569   6.26796603   0.00000000
-89.16474569   6.26795260   0.00000000
-89.06474569   6.26793904   0.00000000
-88.96474569   6.26792535   0.00000000
-88.86474569   6.26791152   0.00000000
-88.76474569   6.26789757   0.00000000
-88.66474569   6.26788348   0.00000000
-88.56474569   6.26786926   0.00000000
-88.46474569   6.26785490   0.00000000
-88.36474569   6.26784041   0.00000000
-88.26474569   6.26782577   0.00000000
-88.16474569   6.26781100   0.00000000
-88.06474569   6.26779609   0.00000000
-87.96474569   6.26778104   0.00000000
-87.86474569   6.26776584   0.00000000
-87.76474569   6.26775050   0.00000000
-87.66474569   6.26773502   0.00000000
-87.56474569   6.26771939   0.00000000
-87.46474569   6.26770361   0.00000000
-87.36474569   6.26768769   0.00000000
-87.26474569   6.26767161   0.00000000
-87.16474569   6.26765539   0.00000000
-87.06474569   6.26763901   0.00000000
-86.96474569   6.26762247   0.00000000
-86.86474569   6.26760579   0.00000000
-86.76474569   6.26758894   0.00000000
-86.66474569   6.26757194   0.00000000
-86.56474569   6.26755479   0.00000000
-86.46474569   6.26753747   0.00000000
-86.36474569   6.26751999   0.00000000
-86.26474569   6.26750235   0.00000000
-86.16474569   6.26748454   0.00000000
-86.06474569   6.26746657   0.00000000
-85.96474569   6.26744843   0.00000000
-85.86474569   6.26743013   0.00000000
-85.76474569   6.26741165   0.00000000
-85.66474569   6.26739301   0.00000000
-85.56474569   6.26737419   0.00000000
-85.46474569   6.26735520   0.00000000
-85.36474569   6.26733604   0.00000000
-85.26474569   6.26731670   0.00000000
-85.16474569   6.26729718   0.00000000
-85.06474569   6.26727748   0.00000000
-84.96474569   6.26725760   0.00000000
-84.86474569   6.26723754   0.00000000
-84.76474569   6.26721730   0.00000000
-84.66474569   6.26719688   0.00000000
-84.56474569   6.26717626   0.00000000
-84.46474569   6.26715546   0.00000000
-84.36474569   6.26713447   0.00000000
-84.26474569   6.26711329   0.00000000
-84.16474569   6.26709192   0.00000000
-84.06474569   6.26707036   0.00000000
-83.96474569   6.26704859   0.00000000
-83.86474569   6.26702664   0.00000000
-83.76474569   6.26700448   0.00000000
-83.66474569   6.26698213   0.00000000
-83.56474569   6.26695957   0.00000000
-83.46474569   6.26693681   0.00000000
-83.36474569   6.26691385   0.00000000
-83.26474569   6.26689068   0.00000000
-83.16474569   6.26686730   0.00000000
-83.06474569   6.26684372   0.00000000
-82.96474569   6.26681992   0.00000000
-82.86474569   6.26679591   0.00000000
-82.76474569   6.26677169   0.00000000
-82.66474569   6.26674725   0.00000000
-82.56474569   6.26672259   0.00000000
-82.46474569   6.26669772   0.00000000
-82.36474569   6.26667262   0.00000000
-82.26474569   6.26664730   0.00000000
-82.16474569   6.26662176   0.00000000
-82.06474569   6.26659599   0.00000000
-81.96474569   6.26657000   0.00000000
-81.86474569   6.26654377   0.00000000
-81.76474569   6.26651731   0.00000000
-81.66474569   6.26649063   0.00000000
-81.56474569   6.26646370   0.00000000
-81.46474569   6.26643654   0.00000000
-81.36474569   6.26640915   0.00000000
-81.26474569   6.26638151   0.00000000
-81.16474569   6.26635363   0.00000000
-81.06474569   6.26632551   0.00000000
-80.96474569   6.26629714   0.00000000
-80.86474569   6.26626852   0.00000000
-80.76474569   6.26623966   0.00000000
-80.66474569   6.26621055   0.00000000
-80.56474569   6.26618118   0.00000000
-80.46474569   6.26615156   0.00000000
-80.36474569   6.26612168   0.00000000
-80.26474569   6.26609154   0.00000000
-80.16474569   6.26606115   0.00000000
-80.06474569   6.26603049   0.00000000
-79.96474569   6.26599957   0.00000000
-79.86474569   6.26596838   0.00000000
-79.76474569   6.26593692   0.00000000
-79.66474569   6.26590519   0.00000000
-79.56474569   6.26587320   0.00000000
