# intensity: 1
# background: 0
#           Q (1/A)             dQ (1/A)                    R                   dR               theory              fresnel
          0.00812261 9.39170212765957e-05              1.04257            0.0705432                    1                    1
          0.00828506 9.57957446808511e-05             0.939721            0.0614288                    1                    1
          0.00845076 9.77114893617021e-05             0.999832            0.0585239                    1                    1
          0.00861978 9.96655319148936e-05             0.942092            0.0530053                    1                    1
          0.00879217  0.00010165914893617             0.907365            0.0498875                    1                    1
          0.00896802 0.000103692340425532              1.05035             0.050211    0.999999999999999                    1
          0.00914738 0.000105765957446809             0.950209            0.0453447    0.999999999999999                    1
          0.00933032 0.000107881276595745              1.04244            0.0440835                    1                    1
          0.00951693  0.00011003914893617             0.985909            0.0396858                    1                    1
          0.00970727 0.000111605957446809              1.08297            0.0795853                    1                    1
          0.00990141  0.00011383829787234               1.0439            0.0710303                    1                    1
           0.0100994 0.000116114893617021             0.943405            0.0651617    0.999999999999999                    1
           0.0103014 0.000118437446808511             0.976484            0.0629614                    1                    1
           0.0105075 0.000120805957446809              1.04747            0.0606674                    1                    1
           0.0107176 0.000123222127659574             0.955141            0.0547714                    1                    1
            0.010932 0.000125686808510638             0.963946            0.0512265                    1                    1
           0.0111506 0.000128200425531915             0.901268            0.0472804                    1                    1
           0.0113736 0.000130764255319149             0.953078            0.0450289                    1                    1
           0.0116011 0.000133379574468085              1.00504            0.0442878                    1                    1
           0.0118331 0.000136047234042553             0.950096            0.0518403    0.999999999999999                    1
           0.0120698 0.000141349361702128              1.09122            0.0964985    0.999999999999999                    1
           0.0123112 0.000144176170212766              1.07128            0.0919837    0.999999999999999                    1
           0.0125574           0.00014706             0.967943            0.0821147                    1                    1
           0.0128085  0.00015000085106383             0.908912            0.0760886                    1                    1
           0.0130647  0.00015300085106383              1.09121            0.0867261                    1                    1
            0.013326  0.00015606085106383              1.05077            0.0810275                    1                    1
           0.0135925 0.000159182127659574             0.963383            0.0739343    0.999987208659733    0.999983699128155
           0.0138644 0.000162365957446809             0.948028            0.0706153    0.996705530190715    0.995810878240044
           0.0141417 0.000165613191489362             0.903969            0.0666325    0.925104254226539    0.906932213741164
           0.0144245 0.000168925531914894              0.79524            0.0585958    0.673198519798059    0.637356644755902
            0.014713 0.000172303829787234             0.391958            0.0323533    0.359952019777502    0.413654741952372
           0.0150072 0.000175750212765957             0.133615            0.0148137    0.138169450868995    0.296799602049304
           0.0153074 0.000179265106382979             0.100985            0.0118644   0.0758071664008566    0.230300888865814
           0.0156135 0.000182850212765957              0.08536           0.00581838   0.0719412443833243    0.185741684866975
           0.0159258 0.000187037446808511            0.0415724           0.00306506   0.0466801149328146    0.153338032590123
           0.0162443  0.00019077829787234            0.0123681           0.00138627   0.0162194269894006    0.128656188719143
           0.0165692 0.000194593617021277           0.00817867          0.000994248  0.00881912948619002    0.109267719717701
           0.0169006 0.000198485531914894            0.0130352           0.00135455   0.0163861509255758   0.0936913088884304
           0.0172386 0.000202455319148936            0.0150479           0.00135918   0.0190526695560072   0.0809599993814941
           0.0175834 0.000206504255319149              0.01339           0.00121468   0.0131665551585692   0.0704077595445429
