9.746532269598880138e-03 1.000942749400068665e+00 2.021377693172012741e-02 4.840995732217844255e-04
9.991393825724647834e-03 9.955677737881508671e-01 1.879403067627079607e-02 4.962615782857439546e-04
1.024240702430230000e-02 9.887168722120177611e-01 1.749082159399994660e-02 5.087291286865673438e-04
1.049972641268281937e-02 1.006065088757396531e+00 1.688239624162976918e-02 5.215099006217560704e-04
1.076351042090117720e-02 9.967084306646846192e-01 1.585674603744002820e-02 5.346117631374684145e-04
1.103392145922078328e-02 9.809011573641963633e-01 1.465276366163476354e-02 5.480427829734462733e-04
1.131112601812853287e-02 9.645998513379584471e-01 1.357585093703293951e-02 5.618112295296590107e-04
1.159529477084201426e-02 9.892101605929586317e-01 1.343567500480266977e-02 5.759255799577241240e-04
1.188660267839200708e-02 9.820507308684436332e-01 1.285925902808570179e-02 5.903945243802398045e-04
1.218522909734496770e-02 1.003550255066868901e+00 1.286837772576520170e-02 6.052269712412429708e-04
1.249135789023180475e-02 1.000547202131709223e+00 1.231354149029855773e-02 6.204320527910850598e-04
1.280517753875095276e-02 9.784046519886363535e-01 1.165276902342366437e-02 6.360191307091046017e-04
1.312688125981546078e-02 7.571761727078892834e-01 8.758447863160559455e-03 6.519978018675594116e-04
1.345666712451551103e-02 3.777243748146683622e-01 4.606077386544480540e-03 6.683779042403637394e-04
1.379473818006960416e-02 1.332083409548198150e-01 1.980207154367815293e-03 6.851695229602708034e-04
1.414130257483956279e-02 8.922086148648648851e-02 1.446217362825024657e-03 7.023829965282301453e-04
1.449657368648623462e-02 8.951043273524397770e-02 1.421070220802312821e-03 7.200289231787414040e-04
1.486077025334487170e-02 7.997752209692167435e-02 1.278698209302483318e-03 7.381181674051251994e-04
1.523411650910105539e-02 7.126408755960121633e-02 1.155958625341784764e-03 7.566618666487289618e-04
1.561684232085002420e-02 5.773809523809523420e-02 9.793081596561924781e-04 7.756714381561818222e-04
1.600918333062451362e-02 4.448062261753493729e-02 8.106383122414245832e-04 7.951585860089279258e-04
1.641138110047817705e-02 3.511844306368741564e-02 6.841476770204396769e-04 8.151353083293604506e-04
1.682368326121390367e-02 2.828015696980037269e-02 5.896522519501610094e-04 8.356139046679942955e-04
1.724634366484866649e-02 2.242681775259678864e-02 4.973743123140253073e-04 8.566069835762280503e-04
1.767962254090869878e-02 1.898178765834053830e-02 4.468494614575743316e-04 8.781274703693537406e-04
1.812378665665130215e-02 1.649022801302931635e-02 4.077164654323865039e-04 9.001886150845987136e-04
1.857910948131185486e-02 1.521381578947368467e-02 3.836806297869679232e-04 9.228040006390941883e-04
1.904587135447725899e-02 1.383104781188164434e-02 3.581785290812046951e-04 9.459875511928002995e-04
